year,week,outbreak_starting_date,reporting_date,state,district,disease_illness_name,status,cases,deaths,unit,note
2025,2,1/8/2025,1/9/2025,Andhra Pradesh,Anakapalli,Acute Diarrheal Disease,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2025,2,1/4/2025,1/6/2025,Andhra Pradesh,Tirupati,Food Poisoning,Reported in Same Week,23,0,"cases in absolute number, deaths in absolute number",
2025,2,12/25/2024,,Arunachal Pradesh,Pakke Kessang,Human Rabies,Reported late,1,1,"cases in absolute number, deaths in absolute number",
2025,2,1/11/2025,1/11/2025,Assam,Nagaon,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,2,1/6/2025,1/7/2025,Assam,Nagaon,Measles,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,2,1/9/2025,1/10/2025,Bihar,Purbi Champaran,Chickenpox,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/8/2025,Bihar,Jehanabad,Chickenpox,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,2,1/10/2025,1/10/2025,Chhattisgarh,Kondagaon,Food Poisoning,Reported in Same Week,45,0,"cases in absolute number, deaths in absolute number",
2025,2,1/9/2025,1/9/2025,Chhattisgarh,Baloda Bazar,Mumps,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/9/2025,Haryana,Gurugram,Acute Diarrheal Disease,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2025,2,1/10/2025,1/10/2025,Jammu and Kashmir,Ganderbal,Acute Hepatitis,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/8/2025,Jammu and Kashmir,Poonch,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,2,1/6/2025,1/7/2025,Jammu and Kashmir,Baramulla,Hepatitis A,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,2,1/11/2025,1/11/2025,Jharkhand,West Singhbhum,Malaria,Reported in Same Week,15,0,"cases in absolute number, deaths in absolute number",
2025,2,1/9/2025,1/10/2025,Jharkhand,Dumka,Chickenpox,Reported in Same Week,7,0,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/9/2025,Jharkhand,Dumka,Chickenpox,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,2,1/10/2025,1/10/2025,Karnataka,Shivamogga Kyasanur,Forest Disease,Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,2,1/9/2025,1/10/2025,Kerala,Pathanamthitta,Chickenpox,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/8/2025,Kerala,Kottayam,Mumps,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/8/2025,Kerala,Malappuram,Hepatitis A,Reported in Same Week,14,0,"cases in absolute number, deaths in absolute number",
2025,2,1/7/2025,1/9/2025,Kerala,Palakkad,Acute Gastroenteritis (Norovirus),Reported in Same Week,5,0,"cases in absolute number, deaths in absolute number",
2025,2,1/6/2025,1/8/2025,Kerala,Wayanad,Acute Gastroenteritis (Norovirus),Reported in Same Week,29,0,"cases in absolute number, deaths in absolute number",
2025,2,1/3/2025,1/8/2025,Kerala,Thrissur,Mumps,Reported in Same Week,9,0,"cases in absolute number, deaths in absolute number",
2025,2,1/1/2025,1/7/2025,Kerala,Kozhikode,Hepatitis A,Reported in Same Week,47,0,"cases in absolute number, deaths in absolute number",
2025,2,1/10/2025,1/10/2025,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,Reported in Same Week,90,0,"cases in absolute number, deaths in absolute number",
2025,2,12/17/2024,,Madhya Pradesh,Chhatarpur,Measles,Reported late,9,0,"cases in absolute number, deaths in absolute number",
2025,2,12/31/2024,1/6/2025,Maharashtra,Raigad,Leptospirosis,Reported in Same Week,15,1,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/8/2025,Meghalaya,West Jaintia Hills,Malaria,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2025,2,12/8/2024,,Meghalaya,West jaintia Hills,Scrub Typhus,Reported late,15,0,"cases in absolute number, deaths in absolute number",
2025,2,1/10/2025,1/10/2025,Odisha,Jajapur,Measles,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,2,12/23/2024,,Sikkim,Gangtok,Jaundice,Reported late,136,0,"cases in absolute number, deaths in absolute number",
2025,2,1/9/2025,1/10/2025,Tamil Nadu,Dindigul,Mumps,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,2,1/9/2025,1/10/2025,Tamil Nadu,Tiruvannamalai,Chickenpox,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,2,1/8/2025,1/9/2025,Tamil Nadu,Tenkasi,Chickenpox,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,2,1/7/2025,1/9/2025,Tamil Nadu,Tuticorin,Mumps,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,2,1/6/2025,1/8/2025,Tamil Nadu,Pudukkottai,Chikungunya,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2025,2,1/3/2025,1/6/2025,West Bengal,Howrah,Acute Diarrheal Disease,Reported in Same Week,57,0,"cases in absolute number, deaths in absolute number",
2025,1,1/3/2025,1/3/2025,Assam,Lakhimpur,Acute Diarrheal Disease,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,1,12/3/2024,,Bihar,Jamui,Typhoid,Reported late,37,0,"cases in absolute number, deaths in absolute number",
2025,1,1/3/2025,1/5/2025,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,Reported in Same Week,59,0,"cases in absolute number, deaths in absolute number",
2025,1,12/30/2024,12/31/2024,Chhattisgarh,Durg,Acute Diarrheal Disease,Reported in Same Week,49,0,"cases in absolute number, deaths in absolute number",
2025,1,1/4/2025,1/4/2025,Gujarat,Mahesana,Acute Diarrheal Disease,Reported in Same Week,8,0,"cases in absolute number, deaths in absolute number",
2025,1,1/2/2025,1/2/2025,Jammu and Kashmir,Pulwama,Hepatitis A,Reported in Same Week,21,0,"cases in absolute number, deaths in absolute number",
2025,1,1/4/2025,1/4/2025,Jharkhand,Latehar,Enteric Fever,Reported in Same Week,25,0,"cases in absolute number, deaths in absolute number",
2025,1,1/3/2025,1/3/2025,Karnataka,Mysuru,Food Poisoning,Reported in Same Week,36,0,"cases in absolute number, deaths in absolute number",
2025,1,1/3/2025,1/5/2025,Kerala,Kannur,Food Poisoning,Reported in Same Week,359,0,"cases in absolute number, deaths in absolute number",
2025,1,1/2/2025,1/3/2025,Kerala,Palakkad,Food Poisoning,Reported in Same Week,44,0,"cases in absolute number, deaths in absolute number",
2025,1,1/1/2025,1/2/2025,Kerala,Palakkad,Mumps,Reported in Same Week,36,0,"cases in absolute number, deaths in absolute number",
2025,1,12/31/2024,12/31/2024,Kerala,Kasaragod,Food Poisoning,Reported in Same Week,40,0,"cases in absolute number, deaths in absolute number",
2025,1,12/30/2024,12/30/2024,Kerala,Kollam,Food Poisoning,Reported in Same Week,22,0,"cases in absolute number, deaths in absolute number",
2025,1,1/4/2025,1/4/2025,Madhya Pradesh,Narsinghpur,Acute Diarrheal Disease,Reported in Same Week,19,0,"cases in absolute number, deaths in absolute number",
2025,1,12/30/2024,12/30/2024,Madhya Pradesh,Sehore,Measles,Reported in Same Week,11,0,"cases in absolute number, deaths in absolute number",
2025,1,1/1/2025,1/1/2025,Maharashtra,Satara,Chikungunya,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2025,1,12/29/2024,12/30/2024,Maharashtra,Amravati,Acute Diarrheal Disease,Reported in Same Week,20,0,"cases in absolute number, deaths in absolute number",
2025,1,12/29/2024,12/30/2024,Maharashtra,Raigad,Acute Diarrheal Disease,Reported in Same Week,62,0,"cases in absolute number, deaths in absolute number",
2025,1,12/31/2024,1/1/2025,Odisha,Rayagada,Malaria,Reported in Same Week,24,0,"cases in absolute number, deaths in absolute number",
2025,1,12/31/2024,1/1/2025,Odisha,Rayagada,Malaria,Reported in Same Week,16,0,"cases in absolute number, deaths in absolute number",
2025,1,12/31/2024,1/1/2025,Odisha,Rayagada,Malaria,Reported in Same Week,13,0,"cases in absolute number, deaths in absolute number",
2025,1,12/31/2024,1/1/2025,Odisha,Rayagada,Malaria,Reported in Same Week,30,0,"cases in absolute number, deaths in absolute number",
2025,1,12/30/2024,12/30/2024,Odisha,Deogarh,Acute Diarrheal Disease,Reported in Same Week,17,0,"cases in absolute number, deaths in absolute number",
2025,1,12/31/2024,1/2/2025,Tamil Nadu,Tiruchirappalli,Mumps,Reported in Same Week,6,0,"cases in absolute number, deaths in absolute number",
2025,1,12/29/2024,12/30/2024,Tamil Nadu,Erode,Diphtheria,Reported in Same Week,1,1,"cases in absolute number, deaths in absolute number",
2025,1,8/25/2024,,Uttar Pradesh,Balrampur,Acute Diarrheal Disease,Reported late,31,0,"cases in absolute number, deaths in absolute number",
2025,1,8/21/2024,,Uttar Pradesh,Balrampur,Acute Diarrheal Disease,Reported late,21,0,"cases in absolute number, deaths in absolute number",
2025,1,1/29/2024,12/30/2024,Uttar Pradesh,Lalitpur,Fever with rash,Reported in Same Week,12,0,"cases in absolute number, deaths in absolute number",
2024,52,12/28/2024,12/29/2024,Andhra Pradesh,Visakhapatanam,Acute Diarrheal Disease,Reported in same week,22,0,"cases in absolute number, deaths in absolute number",
2024,52,12/22/2024,12/26/2024,Andhra Pradesh,Vizianagaram,Acute Diarrheal Disease,Reported in same week,24,0,"cases in absolute number, deaths in absolute number",
2024,52,12/17/2024,,Andhra Pradesh,Anakapalli,Acute Diarrheal Disease,Reported in same week,25,0,"cases in absolute number, deaths in absolute number",
2024,52,12/17/2024,,Andhra Pradesh,Sri Sathya Sai,Acute Diarrheal Disease,Reported in same week,13,0,"cases in absolute number, deaths in absolute number",
2024,52,12/17/2024,,Andhra Pradesh,Anakapalli,Acute Diarrheal Disease,Reported Late,25,0,"cases in absolute number, deaths in absolute number",
2024,52,12/17/2024,,Andhra Pradesh,Sri Sathya Sai,Acute Diarrheal Disease,Reported Late,13,0,"cases in absolute number, deaths in absolute number",
2024,52,12/25/2024,12/26/2024,Assam,Kokrajhar,Malaria,Reported in same week,1,1,"cases in absolute number, deaths in absolute number",
2024,52,12/23/2024,12/23/2024,Assam,Dhemaji,Typhoid,Reported in same week,6,0,"cases in absolute number, deaths in absolute number",
2024,52,12/22/2024,12/23/2024,Chhattisgarh,Rajnandgaon,Acute Diarrheal Disease,Reported in same week,20,0,"cases in absolute number, deaths in absolute number",
2024,52,12/26/2024,12/26/2024,Goa,South Goa,Food Poisoning,Reported in same week,20,0,"cases in absolute number, deaths in absolute number",
2024,52,12/28/2024,12/28/2024,Jammu and Kashmir,Srinagar,Hepatitis A,Reported in same week,12,0,"cases in absolute number, deaths in absolute number",
2024,52,12/27/2024,12/27/2024,Jammu and Kashmir,Srinagar,Hepatitis A,Reported in same week,12,0,"cases in absolute number, deaths in absolute number",
2024,52,12/24/2024,12/24/2024,Jammu and Kashmir,Srinagar,Hepatitis A,Reported in same week,8,0,"cases in absolute number, deaths in absolute number",
2024,52,12/26/2024,12/28/2024,Kerala,Kasaragod,Food Poisoning,Reported in same week,22,0,"cases in absolute number, deaths in absolute number",
2024,52,12/26/2024,12/27/2024,Kerala,Kannur,Acute Gastroenteritis,Reported in same week,145,0,"cases in absolute number, deaths in absolute number",
2024,52,12/26/2024,12/27/2024,Kerala,Palakkad,Acute Gastroenteritis,Reported in same week,28,0,"cases in absolute number, deaths in absolute number",
2024,52,12/26/2024,12/26/2024,Kerala,Thiruvananthap uram,Acute Gastroenteritis,Reported in same week,41,0,"cases in absolute number, deaths in absolute number",
2024,52,12/24/2024,12/25/2024,Kerala,Ernakulam,Acute Gastroenteritis,Reported in same week,105,0,"cases in absolute number, deaths in absolute number",
2024,52,12/23/2024,12/28/2024,Kerala,Malappuram,Hepatitis A,Reported in same week,25,0,"cases in absolute number, deaths in absolute number",
2024,52,12/23/2024,12/27/2024,Kerala,Kannur,Food Poisoning,Reported in same week,21,0,"cases in absolute number, deaths in absolute number",
2024,52,12/23/2024,12/25/2024,Kerala,Ernakulam,Acute Diarrheal Disease,Reported in same week,33,0,"cases in absolute number, deaths in absolute number",
2024,52,12/23/2024,12/23/2024,Kerala,Kasaragod,Hepatitis A,Reported in same week,29,0,"cases in absolute number, deaths in absolute number",
2024,52,12/20/2024,12/24/2024,Kerala,Kottayam,Hepatitis A,Reported in same week,12,0,"cases in absolute number, deaths in absolute number",
2024,52,12/16/2024,,Kerala,Malappuram,Hepatitis A,Reported in same week,80,0,"cases in absolute number, deaths in absolute number",
2024,52,12/16/2024,,Kerala,Malappuram,Hepatitis A,Reported Late,80,0,"cases in absolute number, deaths in absolute number",
2024,52,12/28/2024,12/28/2024,Madhya Pradesh,Burhanpur,Chikungunya,Reported in same week,50,0,"cases in absolute number, deaths in absolute number",
2024,52,12/23/2024,12/23/2024,Madhya Pradesh,Burhanpur,Typhoid,Reported in same week,84,0,"cases in absolute number, deaths in absolute number",
2024,52,12/24/2024,12/26/2024,Maharashtra,Buldhana,Food Poisoning,Reported in same week,93,0,"cases in absolute number, deaths in absolute number",
2024,52,12/22/2024,12/23/2024,Maharashtra,Osmanabad,Chikungunya,Reported in same week,5,0,"cases in absolute number, deaths in absolute number",
2024,52,12/10/2024,,Maharashtra,Thane,Human Rabies,Reported in same week,1,1,"cases in absolute number, deaths in absolute number",
2024,52,12/10/2024,,Maharashtra,Thane,Human Rabies,Reported Late,1,1,"cases in absolute number, deaths in absolute number",
2024,52,12/28/2024,12/28/2024,Punjab,Rupnagar,Hepatitis A,Reported in same week,40,0,"cases in absolute number, deaths in absolute number",
2024,52,12/25/2024,12/25/2024,Tamil Nadu,Thiruvarur,Acute Diarrheal Disease,Reported in same week,25,0,"cases in absolute number, deaths in absolute number",
2024,52,12/21/2024,12/24/2024,Tamil Nadu,Mayiladuthurai,Chickenpox,Reported in same week,12,0,"cases in absolute number, deaths in absolute number",
2024,52,12/21/2024,12/24/2024,Tamil Nadu,Tirupathur,Mumps,Reported in same week,34,0,"cases in absolute number, deaths in absolute number",
2024,52,12/24/2024,12/24/2024,Uttar Pradesh,Fatehpur,Chickenpox,Reported in same week,18,0,"cases in absolute number, deaths in absolute number",
2024,52,10/28/2024,12/26/2024,Uttar Pradesh,Jaunpur,Scrub Typhus,Reported in same week,28,0,"cases in absolute number, deaths in absolute number",
2024,52,10/22/2024,,Uttar Pradesh,Jaunpur,Scrub Typhus,Reported in same week,10,0,"cases in absolute number, deaths in absolute number",
2024,52,10/22/2024,,Uttar Pradesh,Jaunpur,Scrub Typhus,Reported Late,10,0,"cases in absolute number, deaths in absolute number",
2024,52,7/24/2024,12/27/2024,Uttar Pradesh,Kasganj,Acute Diarrheal Disease,Reported in same week,111,2,"cases in absolute number, deaths in absolute number",
2024,51,12/20/2024,12/21/2024,Assam,Kokrajhar,Acute Diarrheal Disease,Reported in same week,15,0,"cases in absolute number, deaths in absolute number",
2024,51,12/20/2024,12/20/2024,Assam,Cachar,Acute Diarrheal Disease,Reported in same week,13,0,"cases in absolute number, deaths in absolute number",
2024,51,12/20/2024,12/20/2024,Assam,Hailakandi,Typhoid,Reported in same week,4,0,"cases in absolute number, deaths in absolute number",
2024,51,12/18/2024,12/18/2024,Assam,Nagaon,Food Poisoning,Reported in same week,18,0,"cases in absolute number, deaths in absolute number",
2024,51,12/17/2024,12/17/2024,Assam,Hailakandi,Typhoid,Reported in same week,6,0,"cases in absolute number, deaths in absolute number",
2024,51,12/16/2024,12/17/2024,Assam,Dibrugarh,Human Rabies,Reported in same week,1,1,"cases in absolute number, deaths in absolute number",
2024,51,12/20/2024,12/20/2024,Bihar,Madhepura,Acute Diarrheal Disease,Reported in same week,14,0,"cases in absolute number, deaths in absolute number",
2024,51,12/17/2024,12/19/2024,Chhattisgarh,Janjgir-Champa,Jaundice,Reported in same week,10,0,"cases in absolute number, deaths in absolute number",
2024,51,12/17/2024,12/17/2024,Jammu and Kashmir,Baramulla,Hepatitis A,Reported in same week,48,0,"cases in absolute number, deaths in absolute number",
2024,51,12/16/2024,12/16/2024,Jammu and Kashmir,Udhampur,Acute Diarrheal Disease,Reported in same week,41,0,"cases in absolute number, deaths in absolute number",
2024,51,12/12/2024,12/21/2024,Jammu and Kashmir,Jammu,Human Rabies,Reported in same week,1,1,"cases in absolute number, deaths in absolute number",
2024,51,12/17/2024,12/19/2024,Jharkhand,West Singhbhum,Measles,Reported in same week,4,0,"cases in absolute number, deaths in absolute number",
2024,51,12/16/2024,12/16/2024,Jharkhand,Bokaro,Human Rabies,Reported in same week,1,1,"cases in absolute number, deaths in absolute number",
2024,51,11/20/2024,,Jharkhand,Latehar,Paratyphoid,Reported Late,11,0,"cases in absolute number, deaths in absolute number",
2024,51,12/17/2024,12/18/2024,Karnataka,Mandya,Cholera,Reported in same week,21,0,"cases in absolute number, deaths in absolute number",
2024,51,12/16/2024,12/17/2024,Karnataka,Hassan,Chickenpox,Reported in same week,26,0,"cases in absolute number, deaths in absolute number",
